Date,City,ExpenseType,Amount,
2/28/2015,Bengaluru,India,Bills,154059
2/21/2015,Delhi,India,Bills,26140
5/16/2015,Greater Mumbai,India,Entertainment,142768
8/30/2014,Ahmedabad,India,Fuel,2927
4/11/2015,Bengaluru,India,Fuel,127105
2/19/2015,Ahmedabad,India,Grocery,288609
1/20/2014,Bengaluru,India,Food,57826
3/10/2015,Greater Mumbai,India,Bills,223918
2/17/2015,Greater Mumbai,India,Entertainment,272727
7/29/2014,Delhi,India,Fuel,69598
3/24/2015,Delhi,India,Bills,225544
4/15/2014,Greater Mumbai,India,Food,119945
1/31/2014,Greater Mumbai,India,Fuel,268683
12/29/2014,Delhi,India,Bills,1921
6/25/2014,Ahmedabad,India,Fuel,200435
2/12/2015,Ahmedabad,India,Fuel,1038
5/11/2015,Greater Mumbai,India,Food,221277
1/22/2014,Delhi,India,Entertainment,134130
5/11/2015,Bengaluru,India,Entertainment,124384
3/12/2014,Delhi,India,Fuel,176366
10/30/2014,Delhi,India,Fuel,158155
12/19/2014,Greater Mumbai,India,Fuel,63304
3/15/2015,Ahmedabad,India,Food,80962
2/20/2014,Delhi,India,Food,98978
6/12/2014,Bengaluru,India,Entertainment,74176
3/22/2014,Ahmedabad,India,Entertainment,122419
5/15/2015,Bengaluru,India,Fuel,294497
2/20/2014,Ahmedabad,India,Bills,24108
1/12/2015,Ahmedabad,India,Grocery,135275
3/11/2015,Greater Mumbai,India,Entertainment,267109
12/28/2014,Greater Mumbai,India,Food,213380
3/25/2015,Greater Mumbai,India,Grocery,56677
10/11/2014,Greater Mumbai,India,Entertainment,148897
3/29/2015,Ahmedabad,India,Bills,215477
10/23/2014,Delhi,India,Grocery,21699
12/21/2013,Ahmedabad,India,Food,131453
12/17/2013,Ahmedabad,India,Grocery,11689
2/12/2014,Greater Mumbai,India,Food,63166
12/18/2014,Bengaluru,India,Bills,46238
12/11/2013,Ahmedabad,India,Grocery,227745
12/26/2013,Delhi,India,Fuel,32960
3/10/2015,Ahmedabad,India,Grocery,232224
5/10/2014,Bengaluru,India,Bills,70587
5/18/2014,Bengaluru,India,Bills,66180
11/24/2013,Ahmedabad,India,Bills,242557
10/23/2013,Ahmedabad,India,Food,259535
6/25/2014,Bengaluru,India,Food,77264
8/25/2014,Delhi,India,Entertainment,148690
1/12/2014,Ahmedabad,India,Entertainment,229828
12/28/2013,Bengaluru,India,Food,287542
5/10/2014,Delhi,India,Entertainment,143158
4/28/2015,Ahmedabad,India,Bills,114982
3/17/2015,Bengaluru,India,Entertainment,179755
5/17/2015,Bengaluru,India,Grocery,278444
2/16/2014,Greater Mumbai,India,Fuel,82924
4/28/2014,Bengaluru,India,Bills,79125
3/15/2014,Greater Mumbai,India,Entertainment,245169
7/24/2014,Delhi,India,Bills,205940
5/12/2014,Ahmedabad,India,Entertainment,7460
3/28/2015,Bengaluru,India,Food,75859
12/16/2014,Delhi,India,Bills,88457
5/15/2015,Ahmedabad,India,Grocery,98814
4/24/2015,Ahmedabad,India,Bills,91320
12/16/2014,Greater Mumbai,India,Food,119817
8/26/2014,Delhi,India,Bills,49676
12/16/2013,Ahmedabad,India,Fuel,60266
4/24/2015,Bengaluru,India,Entertainment,176742
5/31/2014,Delhi,India,Fuel,70308
10/15/2014,Greater Mumbai,India,Entertainment,123744
4/26/2014,Greater Mumbai,India,Fuel,216295
9/26/2014,Greater Mumbai,India,Entertainment,208640
8/15/2014,Ahmedabad,India,Grocery,256534
12/26/2014,Bengaluru,India,Fuel,230798
10/18/2014,Greater Mumbai,India,Food,216961
3/10/2014,Greater Mumbai,India,Grocery,86778
3/24/2014,Greater Mumbai,India,Bills,168061
9/18/2014,Greater Mumbai,India,Entertainment,225892
10/31/2013,Delhi,India,Grocery,166138
10/10/2014,Delhi,India,Food,26285
4/22/2014,Delhi,India,Grocery,130604
1/11/2015,Bengaluru,India,Food,119832
11/11/2013,Bengaluru,India,Grocery,177645
12/13/2014,Bengaluru,India,Grocery,64885
6/20/2014,Ahmedabad,India,Grocery,218942
4/15/2015,Bengaluru,India,Entertainment,95120
4/20/2015,Greater Mumbai,India,Food,50736
5/15/2014,Ahmedabad,India,Bills,269192
9/15/2014,Delhi,India,Food,184935
10/17/2014,Delhi,India,Fuel,218760
10/12/2013,Greater Mumbai,India,Food,45191
4/20/2014,Ahmedabad,India,Entertainment,49660
12/25/2013,Bengaluru,India,Fuel,49988
6/18/2014,Greater Mumbai,India,Grocery,103572
9/20/2014,Bengaluru,India,Bills,248257
10/25/2014,Bengaluru,India,Food,288269
11/12/2014,Greater Mumbai,India,Fuel,50416
11/30/2013,Ahmedabad,India,Bills,122906
10/21/2013,Bengaluru,India,Bills,290022
3/18/2015,Delhi,India,Food,63691
2/17/2015,Delhi,India,Entertainment,196037
8/16/2014,Ahmedabad,India,Grocery,246068
12/23/2014,Delhi,India,Food,40837
10/28/2013,Bengaluru,India,Food,222217
4/20/2014,Bengaluru,India,Food,253161
7/19/2014,Ahmedabad,India,Entertainment,123724
10/20/2014,Greater Mumbai,India,Bills,172093
2/22/2014,Ahmedabad,India,Fuel,31353
10/24/2014,Greater Mumbai,India,Fuel,205830
12/23/2013,Greater Mumbai,India,Food,218498
3/10/2014,Delhi,India,Entertainment,8844
5/28/2014,Ahmedabad,India,Entertainment,155034
3/27/2014,Ahmedabad,India,Grocery,118490
11/26/2013,Ahmedabad,India,Entertainment,198752
9/17/2014,Greater Mumbai,India,Fuel,253590
1/22/2014,Delhi,India,Food,125162
1/31/2014,Bengaluru,India,Food,189867
12/25/2014,Greater Mumbai,India,Food,19194
5/24/2015,Bengaluru,India,Entertainment,35372
2/14/2014,Ahmedabad,India,Fuel,195702
1/25/2014,Ahmedabad,India,Entertainment,251030
3/10/2014,Ahmedabad,India,Food,26647
7/25/2014,Delhi,India,Entertainment,158973
2/12/2015,Ahmedabad,India,Food,193286
1/19/2014,Delhi,India,Bills,220673
2/19/2015,Greater Mumbai,India,Food,119741
5/13/2015,Greater Mumbai,India,Fuel,234689
1/22/2014,Delhi,India,Entertainment,148983
3/19/2014,Bengaluru,India,Grocery,205574
12/20/2013,Delhi,India,Grocery,207347
10/21/2014,Ahmedabad,India,Fuel,121717
2/14/2014,Greater Mumbai,India,Grocery,129505
10/12/2014,Ahmedabad,India,Fuel,4473
10/18/2013,Ahmedabad,India,Fuel,12595
2/19/2014,Bengaluru,India,Food,34901
4/26/2014,Ahmedabad,India,Bills,261919
10/10/2013,Bengaluru,India,Grocery,291694
9/27/2014,Ahmedabad,India,Bills,7005
3/12/2015,Greater Mumbai,India,Bills,7651
6/24/2014,Ahmedabad,India,Entertainment,81687
7/16/2014,Bengaluru,India,Entertainment,193468
5/24/2014,Greater Mumbai,India,Grocery,246966
1/24/2015,Delhi,India,Entertainment,234732
4/10/2014,Delhi,India,Entertainment,219872
7/16/2014,Delhi,India,Fuel,151781
11/26/2014,Ahmedabad,India,Food,298885
4/18/2014,Greater Mumbai,India,Bills,58875
4/14/2014,Greater Mumbai,India,Bills,22806
1/10/2015,Bengaluru,India,Fuel,29264
4/14/2015,Delhi,India,Bills,297594
12/30/2014,Greater Mumbai,India,Bills,38496
7/22/2014,Ahmedabad,India,Food,115647
5/15/2014,Greater Mumbai,India,Food,149343
11/18/2014,Delhi,India,Fuel,244009
4/13/2014,Delhi,India,Fuel,79325
7/12/2014,Bengaluru,India,Food,293135
12/29/2014,Greater Mumbai,India,Bills,119718
2/18/2015,Delhi,India,Grocery,104974
5/19/2015,Delhi,India,Bills,188614
11/21/2013,Greater Mumbai,India,Bills,42528
11/12/2013,Ahmedabad,India,Entertainment,128597
4/11/2015,Greater Mumbai,India,Fuel,269088
11/28/2013,Ahmedabad,India,Bills,243298
5/25/2015,Greater Mumbai,India,Fuel,7550
1/20/2015,Ahmedabad,India,Food,1265
10/30/2014,Bengaluru,India,Entertainment,151670
11/22/2014,Bengaluru,India,Fuel,252255
3/29/2014,Greater Mumbai,India,Bills,38740
8/31/2014,Bengaluru,India,Entertainment,110968
3/26/2015,Bengaluru,India,Entertainment,33371
7/22/2014,Delhi,India,Food,112558
3/31/2015,Greater Mumbai,India,Entertainment,159141
1/20/2014,Bengaluru,India,Fuel,207078
1/31/2014,Bengaluru,India,Fuel,265531
12/28/2014,Ahmedabad,India,Entertainment,79970
12/22/2013,Greater Mumbai,India,Food,47247
6/15/2014,Ahmedabad,India,Food,198530
11/19/2013,Ahmedabad,India,Bills,239453
4/27/2015,Delhi,India,Fuel,98236
1/23/2014,Delhi,India,Fuel,144517
5/16/2014,Ahmedabad,India,Grocery,278516
12/11/2013,Greater Mumbai,India,Bills,213719
3/16/2015,Ahmedabad,India,Grocery,167523
5/10/2015,Greater Mumbai,India,Grocery,44230
11/23/2014,Ahmedabad,India,Bills,182212
9/24/2014,Greater Mumbai,India,Entertainment,43419
2/24/2015,Delhi,India,Fuel,54894
3/21/2014,Ahmedabad,India,Bills,161580
10/24/2013,Greater Mumbai,India,Food,9201
12/27/2013,Delhi,India,Fuel,18133
12/12/2013,Bengaluru,India,Grocery,188819
2/11/2015,Bengaluru,India,Bills,217968
11/12/2014,Ahmedabad,India,Grocery,228427
8/12/2014,Delhi,India,Bills,154256
3/15/2015,Greater Mumbai,India,Entertainment,254603
8/13/2014,Ahmedabad,India,Food,103568
4/24/2014,Greater Mumbai,India,Bills,152667
3/15/2015,Ahmedabad,India,Grocery,58143
4/26/2015,Bengaluru,India,Food,173178
1/11/2015,Bengaluru,India,Fuel,126079
3/20/2014,Bengaluru,India,Entertainment,49976
10/23/2013,Greater Mumbai,India,Food,183818
1/18/2015,Ahmedabad,India,Grocery,202671
7/11/2014,Greater Mumbai,India,Grocery,19014
5/14/2015,Greater Mumbai,India,Food,61427
3/23/2014,Ahmedabad,India,Bills,226543
2/13/2014,Ahmedabad,India,Entertainment,85013
3/25/2015,Ahmedabad,India,Food,44844
1/28/2014,Greater Mumbai,India,Grocery,127077
12/28/2013,Bengaluru,India,Grocery,18848
4/16/2015,Delhi,India,Grocery,36672
1/16/2015,Bengaluru,India,Food,282707
12/18/2014,Delhi,India,Bills,59017
12/24/2013,Delhi,India,Food,146258
11/28/2014,Ahmedabad,India,Entertainment,56636
4/18/2014,Ahmedabad,India,Entertainment,257567
5/27/2014,Ahmedabad,India,Food,292393
11/24/2013,Bengaluru,India,Food,96794
2/19/2015,Bengaluru,India,Grocery,100624
11/18/2013,Greater Mumbai,India,Entertainment,192109
6/13/2014,Ahmedabad,India,Grocery,57211
3/26/2015,Bengaluru,India,Fuel,49831
2/21/2014,Bengaluru,India,Bills,212005
7/30/2014,Delhi,India,Entertainment,108940
4/15/2014,Bengaluru,India,Food,102525
11/11/2014,Greater Mumbai,India,Entertainment,134427
12/19/2014,Delhi,India,Grocery,27737
12/19/2013,Ahmedabad,India,Food,213569
7/19/2014,Delhi,India,Food,147537
9/20/2014,Bengaluru,India,Entertainment,267612
3/21/2015,Ahmedabad,India,Food,229864
5/25/2014,Delhi,India,Fuel,122144
2/24/2015,Ahmedabad,India,Fuel,112789
1/29/2014,Bengaluru,India,Fuel,172814
11/22/2014,Bengaluru,India,Food,199156
9/15/2014,Bengaluru,India,Food,285661
11/14/2014,Delhi,India,Grocery,119657
10/11/2013,Delhi,India,Entertainment,44863
7/27/2014,Bengaluru,India,Fuel,39444
4/13/2014,Bengaluru,India,Entertainment,180453
8/31/2014,Ahmedabad,India,Food,278519
5/26/2015,Bengaluru,India,Food,268608
3/16/2014,Greater Mumbai,India,Entertainment,78371
4/17/2014,Greater Mumbai,India,Bills,80553
5/10/2015,Greater Mumbai,India,Fuel,260680
10/31/2013,Ahmedabad,India,Fuel,292832
7/15/2014,Bengaluru,India,Fuel,30808
7/28/2014,Ahmedabad,India,Grocery,67804
12/28/2013,Delhi,India,Food,230609
10/23/2013,Greater Mumbai,India,Entertainment,58406
2/15/2014,Delhi,India,Food,116407
3/23/2014,Greater Mumbai,India,Entertainment,214301
7/21/2014,Ahmedabad,India,Grocery,156919
7/17/2014,Bengaluru,India,Bills,12036
9/20/2014,Delhi,India,Fuel,187757
2/27/2015,Delhi,India,Food,163953
11/11/2014,Ahmedabad,India,Food,215613
3/13/2015,Ahmedabad,India,Grocery,64185
12/21/2013,Greater Mumbai,India,Bills,45125
1/18/2015,Bengaluru,India,Food,218973
12/13/2014,Bengaluru,India,Entertainment,222179
11/20/2014,Delhi,India,Entertainment,37579
3/24/2015,Greater Mumbai,India,Entertainment,29612
10/12/2014,Bengaluru,India,Fuel,109274
3/10/2015,Greater Mumbai,India,Food,205497
3/27/2015,Bengaluru,India,Fuel,252230
10/30/2014,Ahmedabad,India,Food,54606
4/19/2015,Delhi,India,Entertainment,294363
3/28/2015,Ahmedabad,India,Fuel,29896
12/24/2014,Delhi,India,Fuel,16609
12/23/2013,Delhi,India,Entertainment,290008
8/13/2014,Ahmedabad,India,Grocery,230433
8/11/2014,Greater Mumbai,India,Bills,117259
3/12/2015,Bengaluru,India,Entertainment,207417
1/17/2015,Greater Mumbai,India,Fuel,152348
2/17/2015,Delhi,India,Bills,148210
10/30/2013,Ahmedabad,India,Grocery,219139
3/17/2015,Ahmedabad,India,Grocery,264515
10/12/2014,Greater Mumbai,India,Grocery,202187
2/17/2015,Greater Mumbai,India,Bills,253220
10/10/2013,Delhi,India,Fuel,240018
7/13/2014,Greater Mumbai,India,Food,169103
7/27/2014,Delhi,India,Entertainment,141670
11/29/2013,Greater Mumbai,India,Grocery,146163
2/17/2015,Delhi,India,Fuel,260966
1/16/2015,Delhi,India,Bills,74810
3/18/2015,Ahmedabad,India,Food,147047
7/15/2014,Bengaluru,India,Food,261637
1/22/2015,Greater Mumbai,India,Food,131323
3/11/2015,Delhi,India,Bills,79638
9/27/2014,Greater Mumbai,India,Bills,182002
5/11/2014,Bengaluru,India,Food,218630
10/19/2013,Bengaluru,India,Entertainment,38908
1/24/2014,Greater Mumbai,India,Entertainment,108457
3/17/2015,Delhi,India,Bills,225285
10/14/2014,Ahmedabad,India,Bills,231493
4/25/2014,Greater Mumbai,India,Fuel,215851
6/11/2014,Bengaluru,India,Bills,109370
10/12/2013,Ahmedabad,India,Grocery,252655
12/20/2014,Delhi,India,Entertainment,169872
1/31/2015,Bengaluru,India,Fuel,176187
2/17/2014,Bengaluru,India,Fuel,241143
7/11/2014,Greater Mumbai,India,Bills,148011
1/26/2015,Ahmedabad,India,Grocery,178944
11/13/2013,Delhi,India,Fuel,152771
2/17/2015,Bengaluru,India,Entertainment,115312
12/25/2013,Ahmedabad,India,Entertainment,137061
3/19/2014,Delhi,India,Bills,214242
2/16/2015,Greater Mumbai,India,Food,49810
11/14/2013,Bengaluru,India,Grocery,167054
10/20/2013,Ahmedabad,India,Fuel,127914
4/24/2015,Greater Mumbai,India,Fuel,287518
9/29/2014,Ahmedabad,India,Bills,267192
2/17/2014,Delhi,India,Entertainment,289592
10/23/2013,Greater Mumbai,India,Grocery,59382
12/20/2013,Greater Mumbai,India,Food,87369
5/18/2014,Greater Mumbai,India,Grocery,151549
3/15/2015,Bengaluru,India,Entertainment,54004
8/25/2014,Bengaluru,India,Entertainment,201939
2/10/2015,Bengaluru,India,Fuel,281134
12/31/2013,Bengaluru,India,Bills,69678
5/13/2014,Delhi,India,Grocery,280679
2/15/2015,Greater Mumbai,India,Food,174612
10/11/2014,Greater Mumbai,India,Fuel,156046
3/26/2015,Greater Mumbai,India,Grocery,174093
12/27/2013,Delhi,India,Fuel,70444
4/23/2015,Ahmedabad,India,Fuel,196617
5/26/2015,Delhi,India,Food,299056
2/24/2014,Bengaluru,India,Food,122332
1/27/2014,Ahmedabad,India,Food,264200
4/21/2014,Greater Mumbai,India,Grocery,277276
1/22/2015,Ahmedabad,India,Fuel,261143
9/17/2014,Bengaluru,India,Fuel,44951
5/11/2014,Greater Mumbai,India,Food,220832
9/28/2014,Ahmedabad,India,Food,198478
12/29/2013,Delhi,India,Bills,111614
7/18/2014,Bengaluru,India,Entertainment,248026
10/13/2014,Bengaluru,India,Fuel,10521
10/19/2014,Delhi,India,Entertainment,295309
3/24/2015,Bengaluru,India,Entertainment,241198
11/28/2013,Bengaluru,India,Bills,65104
5/24/2015,Bengaluru,India,Fuel,30995
8/27/2014,Ahmedabad,India,Bills,120076
12/13/2014,Greater Mumbai,India,Entertainment,283204
11/26/2014,Delhi,India,Entertainment,210074
1/28/2014,Delhi,India,Bills,194524
1/16/2015,Greater Mumbai,India,Bills,62524
9/11/2014,Delhi,India,Grocery,244563
8/16/2014,Bengaluru,India,Entertainment,20195
10/28/2014,Greater Mumbai,India,Bills,88410
3/28/2014,Bengaluru,India,Entertainment,33708
5/16/2015,Delhi,India,Bills,147289
1/29/2014,Delhi,India,Bills,76388
8/27/2014,Greater Mumbai,India,Fuel,116355
3/14/2014,Greater Mumbai,India,Entertainment,174403
1/14/2015,Bengaluru,India,Entertainment,251908
1/19/2015,Delhi,India,Bills,116792
2/27/2015,Delhi,India,Bills,109739
1/11/2015,Greater Mumbai,India,Food,73828
2/20/2014,Delhi,India,Bills,282352
10/12/2014,Ahmedabad,India,Food,256172
4/14/2014,Greater Mumbai,India,Entertainment,172935
11/17/2014,Ahmedabad,India,Fuel,38079
7/29/2014,Greater Mumbai,India,Fuel,247823
8/19/2014,Delhi,India,Bills,44916
3/14/2014,Delhi,India,Bills,19797
10/27/2014,Bengaluru,India,Grocery,130969
5/15/2014,Ahmedabad,India,Grocery,85110
4/29/2015,Ahmedabad,India,Food,49404
4/18/2014,Greater Mumbai,India,Grocery,196334
10/26/2013,Greater Mumbai,India,Food,60841
3/21/2015,Bengaluru,India,Food,11517
2/12/2014,Delhi,India,Entertainment,159208
3/23/2014,Bengaluru,India,Grocery,228214
1/19/2014,Bengaluru,India,Food,71124
11/27/2014,Delhi,India,Grocery,190844
9/29/2014,Bengaluru,India,Bills,277289
2/26/2015,Delhi,India,Food,179085
10/15/2013,Delhi,India,Bills,81072
4/19/2014,Ahmedabad,India,Grocery,115482
7/10/2014,Delhi,India,Food,271216
7/27/2014,Ahmedabad,India,Bills,165086
9/26/2014,Ahmedabad,India,Fuel,260265
10/11/2014,Bengaluru,India,Bills,97611
7/12/2014,Bengaluru,India,Food,198893
11/14/2013,Ahmedabad,India,Fuel,170975
4/30/2014,Bengaluru,India,Entertainment,278718
9/14/2014,Greater Mumbai,India,Food,216271
5/21/2015,Ahmedabad,India,Entertainment,236808
6/13/2014,Greater Mumbai,India,Bills,118644
1/19/2015,Greater Mumbai,India,Fuel,20292
11/23/2013,Greater Mumbai,India,Grocery,270421
12/10/2013,Greater Mumbai,India,Entertainment,214789
11/20/2013,Ahmedabad,India,Fuel,268450
11/26/2014,Ahmedabad,India,Bills,163904
2/11/2014,Bengaluru,India,Bills,8174
10/24/2013,Bengaluru,India,Fuel,111010
7/21/2014,Ahmedabad,India,Fuel,38088
9/18/2014,Greater Mumbai,India,Food,65961
1/10/2015,Ahmedabad,India,Food,182686
5/14/2015,Delhi,India,Food,219763
11/12/2013,Delhi,India,Fuel,100951
1/17/2014,Greater Mumbai,India,Food,128488
1/15/2015,Ahmedabad,India,Entertainment,129893
3/30/2015,Ahmedabad,India,Entertainment,298112
11/19/2013,Greater Mumbai,India,Grocery,273383
10/25/2013,Greater Mumbai,India,Bills,154879
10/21/2014,Bengaluru,India,Grocery,218306
6/17/2014,Ahmedabad,India,Grocery,240454
1/14/2015,Greater Mumbai,India,Fuel,51258
12/18/2013,Bengaluru,India,Food,289610
11/23/2013,Ahmedabad,India,Fuel,142874
12/15/2014,Greater Mumbai,India,Entertainment,232906
10/17/2014,Delhi,India,Fuel,151112
3/31/2014,Delhi,India,Entertainment,273365
3/31/2014,Greater Mumbai,India,Grocery,71137
11/11/2014,Bengaluru,India,Grocery,246486
5/24/2014,Bengaluru,India,Entertainment,106251
2/11/2015,Bengaluru,India,Bills,146502
11/19/2013,Delhi,India,Bills,259680
2/10/2015,Bengaluru,India,Food,203404
2/16/2014,Delhi,India,Food,134457
2/28/2014,Greater Mumbai,India,Grocery,133304
4/22/2014,Delhi,India,Bills,16154
11/10/2013,Bengaluru,India,Food,26796
8/10/2014,Bengaluru,India,Fuel,84033
1/29/2014,Greater Mumbai,India,Food,55689
5/22/2014,Delhi,India,Fuel,85398
11/25/2014,Ahmedabad,India,Entertainment,66656
5/18/2015,Ahmedabad,India,Fuel,95552
7/26/2014,Bengaluru,India,Bills,167036
2/24/2015,Bengaluru,India,Grocery,254790
5/31/2014,Greater Mumbai,India,Food,240696
11/28/2013,Ahmedabad,India,Entertainment,160680
8/14/2014,Greater Mumbai,India,Fuel,100748
3/16/2014,Ahmedabad,India,Entertainment,237689
12/21/2014,Ahmedabad,India,Grocery,243058
11/23/2014,Delhi,India,Entertainment,250415
12/21/2013,Greater Mumbai,India,Entertainment,118163
7/28/2014,Delhi,India,Grocery,106556
3/30/2015,Ahmedabad,India,Food,104254
10/22/2014,Delhi,India,Bills,123452
6/18/2014,Greater Mumbai,India,Bills,55221
12/21/2013,Delhi,India,Food,257426
3/10/2015,Bengaluru,India,Fuel,165467
3/18/2014,Bengaluru,India,Food,248403
6/28/2014,Bengaluru,India,Fuel,93943
5/10/2015,Ahmedabad,India,Entertainment,141839
4/14/2014,Ahmedabad,India,Bills,135442
7/13/2014,Delhi,India,Grocery,143138
1/16/2015,Greater Mumbai,India,Food,9706
10/31/2013,Ahmedabad,India,Fuel,118753
12/23/2014,Greater Mumbai,India,Bills,177990
1/13/2015,Bengaluru,India,Food,267270
10/30/2014,Bengaluru,India,Bills,112654
12/23/2014,Bengaluru,India,Fuel,142153
4/16/2015,Bengaluru,India,Bills,217924
8/23/2014,Ahmedabad,India,Food,58449
2/13/2015,Greater Mumbai,India,Entertainment,176193
8/18/2014,Ahmedabad,India,Fuel,71360
12/26/2014,Greater Mumbai,India,Grocery,81157
2/11/2015,Ahmedabad,India,Food,192414
5/21/2015,Delhi,India,Entertainment,27147
12/25/2014,Bengaluru,India,Food,292838
3/29/2015,Delhi,India,Bills,181191
5/17/2014,Ahmedabad,India,Fuel,89928
8/15/2014,Greater Mumbai,India,Food,191752
3/11/2015,Ahmedabad,India,Bills,41080
12/14/2013,Ahmedabad,India,Bills,137282
10/12/2014,Ahmedabad,India,Entertainment,219812
1/23/2014,Greater Mumbai,India,Entertainment,244321
4/17/2015,Delhi,India,Bills,115674
8/29/2014,Greater Mumbai,India,Food,88965
12/11/2013,Bengaluru,India,Fuel,134551
2/12/2014,Ahmedabad,India,Fuel,209163
11/13/2014,Ahmedabad,India,Bills,76052
5/13/2015,Delhi,India,Entertainment,268010
5/13/2014,Greater Mumbai,India,Entertainment,214912
12/26/2013,Delhi,India,Bills,206998
12/11/2014,Bengaluru,India,Grocery,168875
3/17/2014,Delhi,India,Food,11985
2/11/2014,Ahmedabad,India,Food,269930
6/20/2014,Ahmedabad,India,Entertainment,55147
5/20/2015,Ahmedabad,India,Entertainment,56381
7/31/2014,Delhi,India,Grocery,186618
8/14/2014,Greater Mumbai,India,Entertainment,105690
10/13/2013,Ahmedabad,India,Bills,31352
8/26/2014,Delhi,India,Bills,228302
2/26/2015,Greater Mumbai,India,Food,156609
2/11/2014,Ahmedabad,India,Grocery,211401
2/10/2015,Ahmedabad,India,Food,214351
2/14/2015,Ahmedabad,India,Entertainment,125879
4/12/2014,Greater Mumbai,India,Bills,132730
9/11/2014,Greater Mumbai,India,Grocery,111607
4/28/2014,Greater Mumbai,India,Food,186381
11/14/2014,Bengaluru,India,Food,247593
3/24/2015,Delhi,India,Food,80175
10/24/2014,Bengaluru,India,Food,270772
6/22/2014,Greater Mumbai,India,Food,41221
9/28/2014,Bengaluru,India,Fuel,190611
12/13/2013,Delhi,India,Fuel,143334
8/23/2014,Bengaluru,India,Grocery,207921
1/10/2015,Ahmedabad,India,Grocery,266075
6/16/2014,Greater Mumbai,India,Fuel,84784
1/27/2015,Delhi,India,Bills,24734
11/29/2014,Delhi,India,Fuel,260476
8/29/2014,Ahmedabad,India,Fuel,49435
9/13/2014,Ahmedabad,India,Entertainment,189584
12/22/2013,Delhi,India,Entertainment,94246
10/11/2014,Ahmedabad,India,Food,85547
4/12/2014,Greater Mumbai,India,Grocery,121403
12/25/2013,Ahmedabad,India,Entertainment,217338
2/26/2014,Greater Mumbai,India,Food,261257
1/15/2015,Ahmedabad,India,Entertainment,271653
